Date,toUSD,toKRW,currency
2003-12-01,0.2263365163129097,271.2416866751849,ILS
2003-12-02,0.2266237571582035,270.81538980405327,ILS
2003-12-03,0.2263877524143038,269.9673947540573,ILS
2003-12-04,0.2257387213630229,268.65164678293434,ILS
2003-12-05,0.226009124416603,267.75299866074783,ILS
2003-12-06,0.226009124416603,267.75299866074783,ILS
2003-12-07,0.226009124416603,267.75299866074783,ILS
2003-12-08,0.2262238638414429,268.2110074473712,ILS
2003-12-09,0.2290898310057876,270.9445319445182,ILS
2003-12-10,0.2278734806004297,268.0703681416629,ILS
2003-12-11,0.2282010853183865,266.97245528529595,ILS
2003-12-12,0.2282740143293878,267.81106246504567,ILS
2003-12-13,0.2282740143293878,267.81106246504567,ILS
2003-12-14,0.2282740143293878,267.81106246504567,ILS
2003-12-15,0.2288329579377239,270.00001265746266,ILS
2003-12-16,0.2295209783604875,270.7888614767822,ILS
2003-12-17,0.2287230457375854,271.49425529051393,ILS
2003-12-18,0.2280657834552169,269.98428559031044,ILS
2003-12-19,0.2285870994879126,272.65870343066166,ILS
2003-12-20,0.2285870994879126,272.65870343066166,ILS
2003-12-21,0.2285870994879126,272.65870343066166,ILS
2003-12-22,0.2287178073299562,273.43213866296264,ILS
2003-12-23,0.2296475007577708,274.52062801246774,ILS
2003-12-24,0.2300172593669576,276.1357198700327,ILS
2003-12-25,0.2295315291295661,275.27717409268286,ILS
2003-12-26,0.2292421369196724,275.25102260598703,ILS
2003-12-27,0.2292421369196724,275.25102260598703,ILS
2003-12-28,0.2292421369196724,275.25102260598703,ILS
2003-12-29,0.2293841072945422,272.0724840618586,ILS
2003-12-30,0.2298058122739845,274.5719957259436,ILS
2003-12-31,0.2281229916950539,271.4435533873537,ILS
2004-01-01,0.2283574330782637,269.8271373501438,ILS
2004-01-02,0.2274381346956508,271.97053257443696,ILS
2004-01-03,0.2274381346956508,271.97053257443696,ILS
2004-01-04,0.2274381346956508,271.97053257443696,ILS
2004-01-05,0.2287806091886775,269.70946575799604,ILS
2004-01-06,0.2287544313186513,272.0805261952289,ILS
2004-01-07,0.2276245147184346,267.8685400351322,ILS
2004-01-08,0.228367852274894,267.4187550139009,ILS
2004-01-09,0.2285766602759942,270.0176199450017,ILS
2004-01-10,0.2285766602759942,270.0176199450017,ILS
2004-01-11,0.2285766602759942,270.0176199450017,ILS
2004-01-12,0.2282948633024372,266.8310473750987,ILS
2004-01-13,0.2279566068167237,267.9174111223891,ILS
2004-01-14,0.2267162429711707,266.4369176695908,ILS
2004-01-15,0.2275261025780842,267.22940747796,ILS
2004-01-16,0.228399140445053,271.0412488138427,ILS
2004-01-17,0.228399140445053,271.0412488138427,ILS
2004-01-18,0.228399140445053,271.0412488138427,ILS
2004-01-19,0.226480045659906,268.94505422113843,ILS
2004-01-20,0.2262596934246923,266.2397702049989,ILS
2004-01-21,0.2266237571582035,268.36784216113153,ILS
2004-01-22,0.2255656048247965,267.90425783646526,ILS
2004-01-23,0.2256419570228954,265.1744168756331,ILS
2004-01-24,0.2256419570228954,265.1744168756331,ILS
2004-01-25,0.2256419570228954,265.1744168756331,ILS
2004-01-26,0.2251288976171452,264.4138902513371,ILS
2004-01-27,0.2243409992773898,261.98542991028614,ILS
2004-01-28,0.2236485970560294,263.10021503688387,ILS
2004-01-29,0.2234886489955408,258.8445423541038,ILS
2004-01-30,0.2242755979420328,260.15969361275813,ILS
2004-01-31,0.2242755979420328,260.15969361275813,ILS
2004-02-01,0.2242755979420328,260.15969361275813,ILS
2004-02-02,0.2241901251033476,259.7018463931097,ILS
2004-02-03,0.2242504408228122,262.44030184466567,ILS
2004-02-04,0.2234736693144832,261.21837751759955,ILS
2004-02-05,0.2240896310653551,259.4285549424852,ILS
2004-02-06,0.224381276295617,261.9202747759907,ILS
2004-02-07,0.224381276295617,261.9202747759907,ILS
2004-02-08,0.224381276295617,261.9202747759907,ILS
2004-02-09,0.2242504408228122,258.51591913026647,ILS
2004-02-10,0.2239541368336419,261.0409364256627,ILS
2004-02-11,0.2239190336709457,259.9476116553742,ILS
2004-02-12,0.2251745110191151,261.0222821785091,ILS
2004-02-13,0.2248150850386917,260.71804314207174,ILS
2004-02-14,0.2248150850386917,260.71804314207174,ILS
2004-02-15,0.2248150850386917,260.71804314207174,ILS
2004-02-16,0.2252556552310894,258.52590450991005,ILS
2004-02-17,0.2257795018698398,261.2043112254126,ILS
2004-02-18,0.2255910579045002,258.9108461418066,ILS
2004-02-19,0.2254740552144541,258.61874133097893,ILS
2004-02-20,0.2248555324819249,260.27027884782814,ILS
2004-02-21,0.2248555324819249,260.27027884782814,ILS
2004-02-22,0.2248555324819249,260.27027884782814,ILS
2004-02-23,0.2244920766570425,264.7659606900795,ILS
2004-02-24,0.2244014202285625,264.8161105331764,ILS
2004-02-25,0.2243309442803178,259.9547091856917,ILS
2004-02-26,0.2237386699833493,260.83455239132843,ILS
2004-02-27,0.2232990150000915,261.8850956953796,ILS
2004-02-28,0.2232990150000915,261.8850956953796,ILS
2004-02-29,0.2232990150000915,261.8850956953796,ILS
2004-03-01,0.2229157348181683,262.349533749781,ILS
2004-03-02,0.2229157348181683,259.2509995935298,ILS
2004-03-03,0.2224793049303972,257.3195586508738,ILS
2004-03-04,0.222533768139379,258.1391710416797,ILS
2004-03-05,0.2227369831511738,261.8718602150058,ILS
2004-03-06,0.2227369831511738,261.8718602150058,ILS
2004-03-07,0.2227369831511738,261.8718602150058,ILS
2004-03-08,0.2227171605736999,257.59466248211066,ILS
2004-03-09,0.2229356164594713,263.3761427279835,ILS
2004-03-10,0.22288095639927,258.2967458125436,ILS
2004-03-11,0.2224397077755021,258.47494043513353,ILS
2004-03-12,0.2221136270867053,261.4277390810521,ILS
2004-03-13,0.2221136270867053,261.4277390810521,ILS
2004-03-14,0.2221136270867053,261.4277390810521,ILS
2004-03-15,0.22306492175956,261.07518987331,ILS
2004-03-16,0.22354861163669,261.86484912894844,ILS
2004-03-17,0.223543607563903,262.55196708380413,ILS
2004-03-18,0.2236185968091715,259.24105019974934,ILS
2004-03-19,0.2236536058303986,261.7865456244816,ILS
2004-03-20,0.2236536058303986,261.7865456244816,ILS
2004-03-21,0.2236536058303986,261.7865456244816,ILS
2004-03-22,0.2227717166498157,259.105778196638,ILS
2004-03-23,0.2225932194125005,258.9427030113714,ILS
2004-03-24,0.2222469263104014,262.87367529184354,ILS
2004-03-25,0.2220199449870852,262.7606048922154,ILS
2004-03-26,0.2217688234456845,262.64082843528,ILS
2004-03-27,0.2217688234456845,262.64082843528,ILS
2004-03-28,0.2214397949681585,261.3432352089308,ILS
2004-03-29,0.2210677589454535,260.57255667468195,ILS
2004-03-30,0.2214447052945101,258.27097059771694,ILS
2004-03-31,0.2219213866869729,257.761690636919,ILS
2004-04-01,0.2219017090060487,262.75380821654005,ILS
2004-04-02,0.2219017090060487,262.75380821654005,ILS
2004-04-03,0.2219017090060487,262.75380821654005,ILS
2004-04-04,0.2215084657737188,264.791225393825,ILS
2004-04-05,0.2214152933561116,262.1114350862586,ILS
2004-04-06,0.2215968227622297,250.8254490946466,ILS
2004-04-07,0.221867246251514,251.7083908723427,ILS
2004-04-08,0.2215231831450927,251.14082191503,ILS
2004-04-09,0.2215231831450927,251.14082191503,ILS
2004-04-10,0.2215231831450927,251.14082191503,ILS
2004-04-11,0.2220248575708429,251.9982133429068,ILS
2004-04-12,0.221454503215451,252.94532275948004,ILS
2004-04-13,0.2212389389866809,256.2610738309551,ILS
2004-04-14,0.2209261179478768,254.5510623121356,ILS
2004-04-15,0.2206920937026281,256.22352078875133,ILS
2004-04-16,0.2206920937026281,256.22352078875133,ILS
2004-04-17,0.2206920937026281,256.22352078875133,ILS
2004-04-18,0.2208919575349401,255.3290191075073,ILS
2004-04-19,0.219896219023828,254.99165021147093,ILS
2004-04-20,0.2189669248173032,253.69507374745533,ILS
2004-04-21,0.2192117145273837,254.1321513552929,ILS
2004-04-22,0.219216526536448,253.56774554077748,ILS
2004-04-23,0.219216526536448,253.56774554077748,ILS
2004-04-24,0.219216526536448,253.56774554077748,ILS
2004-04-25,0.2187752976463695,249.73200226333088,ILS
2004-04-26,0.2190868366143309,252.49757919801644,ILS
2004-04-27,0.2179313876598879,249.4224731767417,ILS
2004-04-28,0.2183215444427036,255.3488730500703,ILS
2004-04-29,0.2184121535418842,253.9478002584929,ILS
2004-04-30,0.2184121535418842,253.9478002584929,ILS
2004-05-01,0.2184121535418842,253.9478002584929,ILS
2004-05-02,0.2180834773859041,252.99863679108373,ILS
2004-05-03,0.2190628529024873,256.82929409109033,ILS
2004-05-04,0.2191828927243869,255.9617928258288,ILS
2004-05-05,0.2186461519085477,254.89769457106647,ILS
2004-05-06,0.2186461519085477,253.58581765961523,ILS
2004-05-07,0.2186461519085477,253.58581765961523,ILS
2004-05-08,0.2186461519085477,253.58581765961523,ILS
2004-05-09,0.2167880622836476,255.4847314012787,ILS
2004-05-10,0.2166894137896438,256.8419727454026,ILS
2004-05-11,0.2166424730616294,253.146729772514,ILS
2004-05-12,0.2169667943819087,257.4744842989294,ILS
2004-05-13,0.2173346034620126,257.8457788533524,ILS
2004-05-14,0.2173346034620126,257.8457788533524,ILS
2004-05-15,0.2173346034620126,257.8457788533524,ILS
2004-05-16,0.217675235065987,256.87853958703454,ILS
2004-05-17,0.2172921107129265,257.2086608409248,ILS
2004-05-18,0.2185362405195804,256.4741265384222,ILS
2004-05-19,0.2179599038967304,255.8849271747616,ILS
2004-05-20,0.2188566907739441,256.6532305842424,ILS
2004-05-21,0.2188566907739441,256.6532305842424,ILS
